path,class_id
data/processed_rois\class_1\group00041_00041_00041176_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041176_1.jpg,2
data/processed_rois\class_3\group00041_00041_00041176_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041176_3.jpg,4
data/processed_rois\class_5\group00041_00041_00041176_4.jpg,5
data/processed_rois\class_6\group00041_00041_00041176_5.jpg,6
data/processed_rois\class_3\group00041_00041_00041176_6.jpg,3
data/processed_rois\class_1\group00041_00041_00041176_7.jpg,1
data/processed_rois\class_1\group00041_00041_00041177_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041177_1.jpg,2
data/processed_rois\class_3\group00041_00041_00041177_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041177_3.jpg,4
data/processed_rois\class_4\group00041_00041_00041177_4.jpg,4
data/processed_rois\class_3\group00041_00041_00041177_5.jpg,3
data/processed_rois\class_1\group00041_00041_00041178_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041178_1.jpg,3
data/processed_rois\class_4\group00041_00041_00041178_2.jpg,4
data/processed_rois\class_5\group00041_00041_00041178_3.jpg,5
data/processed_rois\class_6\group00041_00041_00041178_4.jpg,6
data/processed_rois\class_3\group00041_00041_00041178_5.jpg,3
data/processed_rois\class_3\group00041_00041_00041178_6.jpg,3
data/processed_rois\class_1\group00041_00041_00041178_7.jpg,1
data/processed_rois\class_1\group00041_00041_00041179_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041179_1.jpg,3
data/processed_rois\class_3\group00041_00041_00041179_2.jpg,3
data/processed_rois\class_3\group00041_00041_00041179_3.jpg,3
data/processed_rois\class_5\group00041_00041_00041179_4.jpg,5
data/processed_rois\class_6\group00041_00041_00041179_5.jpg,6
data/processed_rois\class_4\group00041_00041_00041179_6.jpg,4
data/processed_rois\class_1\group00041_00041_00041180_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041180_1.jpg,2
data/processed_rois\class_3\group00041_00041_00041180_2.jpg,3
data/processed_rois\class_3\group00041_00041_00041180_3.jpg,3
data/processed_rois\class_5\group00041_00041_00041180_4.jpg,5
data/processed_rois\class_6\group00041_00041_00041180_5.jpg,6
data/processed_rois\class_5\group00041_00041_00041180_6.jpg,5
data/processed_rois\class_4\group00041_00041_00041180_7.jpg,4
data/processed_rois\class_4\group00041_00041_00041180_8.jpg,4
data/processed_rois\class_1\group00041_00041_00041181_0.jpg,1
data/processed_rois\class_4\group00041_00041_00041181_1.jpg,4
data/processed_rois\class_6\group00041_00041_00041181_2.jpg,6
data/processed_rois\class_5\group00041_00041_00041181_3.jpg,5
data/processed_rois\class_3\group00041_00041_00041181_4.jpg,3
data/processed_rois\class_2\group00041_00041_00041181_5.jpg,2
data/processed_rois\class_4\group00041_00041_00041181_6.jpg,4
data/processed_rois\class_6\group00041_00041_00041181_7.jpg,6
data/processed_rois\class_1\group00041_00041_00041182_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041182_1.jpg,3
data/processed_rois\class_3\group00041_00041_00041182_2.jpg,3
data/processed_rois\class_5\group00041_00041_00041182_3.jpg,5
data/processed_rois\class_4\group00041_00041_00041182_4.jpg,4
data/processed_rois\class_3\group00041_00041_00041182_5.jpg,3
data/processed_rois\class_6\group00041_00041_00041182_6.jpg,6
data/processed_rois\class_1\group00041_00041_00041183_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041183_1.jpg,3
data/processed_rois\class_4\group00041_00041_00041183_2.jpg,4
data/processed_rois\class_6\group00041_00041_00041183_3.jpg,6
data/processed_rois\class_4\group00041_00041_00041183_4.jpg,4
data/processed_rois\class_2\group00041_00041_00041183_5.jpg,2
data/processed_rois\class_2\group00041_00041_00041183_6.jpg,2
data/processed_rois\class_6\group00041_00041_00041183_7.jpg,6
data/processed_rois\class_1\group00041_00041_00041183_8.jpg,1
data/processed_rois\class_1\group00041_00041_00041184_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041184_1.jpg,2
data/processed_rois\class_3\group00041_00041_00041184_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041184_3.jpg,4
data/processed_rois\class_5\group00041_00041_00041184_4.jpg,5
data/processed_rois\class_6\group00041_00041_00041184_5.jpg,6
data/processed_rois\class_5\group00041_00041_00041184_6.jpg,5
data/processed_rois\class_1\group00041_00041_00041185_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041185_1.jpg,3
data/processed_rois\class_4\group00041_00041_00041185_2.jpg,4
data/processed_rois\class_5\group00041_00041_00041185_3.jpg,5
data/processed_rois\class_6\group00041_00041_00041185_4.jpg,6
data/processed_rois\class_6\group00041_00041_00041185_5.jpg,6
data/processed_rois\class_1\group00041_00041_00041186_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041186_1.jpg,2
data/processed_rois\class_4\group00041_00041_00041186_2.jpg,4
data/processed_rois\class_6\group00041_00041_00041186_3.jpg,6
data/processed_rois\class_4\group00041_00041_00041186_4.jpg,4
data/processed_rois\class_3\group00041_00041_00041186_5.jpg,3
data/processed_rois\class_1\group00041_00041_00041187_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041187_1.jpg,2
data/processed_rois\class_3\group00041_00041_00041187_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041187_3.jpg,4
data/processed_rois\class_6\group00041_00041_00041187_4.jpg,6
data/processed_rois\class_5\group00041_00041_00041187_5.jpg,5
data/processed_rois\class_3\group00041_00041_00041187_6.jpg,3
data/processed_rois\class_2\group00041_00041_00041187_7.jpg,2
data/processed_rois\class_1\group00041_00041_00041188_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041188_1.jpg,2
data/processed_rois\class_3\group00041_00041_00041188_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041188_3.jpg,4
data/processed_rois\class_5\group00041_00041_00041188_4.jpg,5
data/processed_rois\class_6\group00041_00041_00041188_5.jpg,6
data/processed_rois\class_4\group00041_00041_00041188_6.jpg,4
data/processed_rois\class_1\group00041_00041_00041189_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041189_1.jpg,3
data/processed_rois\class_4\group00041_00041_00041189_2.jpg,4
data/processed_rois\class_6\group00041_00041_00041189_3.jpg,6
data/processed_rois\class_4\group00041_00041_00041189_4.jpg,4
data/processed_rois\class_2\group00041_00041_00041189_5.jpg,2
data/processed_rois\class_5\group00041_00041_00041189_6.jpg,5
data/processed_rois\class_6\group00041_00041_00041189_7.jpg,6
data/processed_rois\class_1\group00041_00041_00041190_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041190_1.jpg,2
data/processed_rois\class_3\group00041_00041_00041190_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041190_3.jpg,4
data/processed_rois\class_5\group00041_00041_00041190_4.jpg,5
data/processed_rois\class_6\group00041_00041_00041190_5.jpg,6
data/processed_rois\class_1\group00041_00041_00041191_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041191_1.jpg,3
data/processed_rois\class_3\group00041_00041_00041191_2.jpg,3
data/processed_rois\class_6\group00041_00041_00041191_3.jpg,6
data/processed_rois\class_1\group00041_00041_00041192_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041192_1.jpg,3
data/processed_rois\class_3\group00041_00041_00041192_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041192_3.jpg,4
data/processed_rois\class_5\group00041_00041_00041192_4.jpg,5
data/processed_rois\class_6\group00041_00041_00041192_5.jpg,6
data/processed_rois\class_3\group00041_00041_00041192_6.jpg,3
data/processed_rois\class_1\group00041_00041_00041193_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041193_1.jpg,3
data/processed_rois\class_5\group00041_00041_00041193_2.jpg,5
data/processed_rois\class_6\group00041_00041_00041193_3.jpg,6
data/processed_rois\class_5\group00041_00041_00041193_4.jpg,5
data/processed_rois\class_4\group00041_00041_00041193_5.jpg,4
data/processed_rois\class_1\group00041_00041_00041194_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041194_1.jpg,3
data/processed_rois\class_3\group00041_00041_00041194_2.jpg,3
data/processed_rois\class_5\group00041_00041_00041194_3.jpg,5
data/processed_rois\class_1\group00041_00041_00041195_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041195_1.jpg,3
data/processed_rois\class_4\group00041_00041_00041195_2.jpg,4
data/processed_rois\class_5\group00041_00041_00041195_3.jpg,5
data/processed_rois\class_6\group00041_00041_00041195_4.jpg,6
data/processed_rois\class_6\group00041_00041_00041195_5.jpg,6
data/processed_rois\class_3\group00041_00041_00041195_6.jpg,3
data/processed_rois\class_1\group00041_00041_00041196_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041196_1.jpg,3
data/processed_rois\class_5\group00041_00041_00041196_2.jpg,5
data/processed_rois\class_4\group00041_00041_00041196_3.jpg,4
data/processed_rois\class_1\group00041_00041_00041196_4.jpg,1
data/processed_rois\class_1\group00041_00041_00041197_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041197_1.jpg,3
data/processed_rois\class_3\group00041_00041_00041197_2.jpg,3
data/processed_rois\class_5\group00041_00041_00041197_3.jpg,5
data/processed_rois\class_3\group00041_00041_00041197_4.jpg,3
data/processed_rois\class_6\group00041_00041_00041197_5.jpg,6
data/processed_rois\class_3\group00041_00041_00041198_0.jpg,3
data/processed_rois\class_5\group00041_00041_00041198_1.jpg,5
data/processed_rois\class_1\group00041_00041_00041199_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041199_1.jpg,3
data/processed_rois\class_3\group00041_00041_00041199_2.jpg,3
data/processed_rois\class_5\group00041_00041_00041199_3.jpg,5
data/processed_rois\class_1\group00041_00041_00041200_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041200_1.jpg,3
data/processed_rois\class_4\group00041_00041_00041200_2.jpg,4
data/processed_rois\class_6\group00041_00041_00041200_3.jpg,6
data/processed_rois\class_5\group00041_00041_00041200_4.jpg,5
data/processed_rois\class_1\group00041_00041_00041201_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041201_1.jpg,3
data/processed_rois\class_3\group00041_00041_00041201_2.jpg,3
data/processed_rois\class_5\group00041_00041_00041201_3.jpg,5
data/processed_rois\class_6\group00041_00041_00041201_4.jpg,6
data/processed_rois\class_1\group00041_00041_00041203_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041203_1.jpg,3
data/processed_rois\class_5\group00041_00041_00041203_2.jpg,5
data/processed_rois\class_6\group00041_00041_00041203_3.jpg,6
data/processed_rois\class_4\group00041_00041_00041203_4.jpg,4
data/processed_rois\class_1\group00041_00041_00041204_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041204_1.jpg,2
data/processed_rois\class_3\group00041_00041_00041204_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041204_3.jpg,4
data/processed_rois\class_5\group00041_00041_00041204_4.jpg,5
data/processed_rois\class_6\group00041_00041_00041204_5.jpg,6
data/processed_rois\class_1\group00041_00041_00041205_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041205_1.jpg,2
data/processed_rois\class_4\group00041_00041_00041205_2.jpg,4
data/processed_rois\class_6\group00041_00041_00041205_3.jpg,6
data/processed_rois\class_4\group00041_00041_00041205_4.jpg,4
data/processed_rois\class_1\group00041_00041_00041206_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041206_1.jpg,2
data/processed_rois\class_3\group00041_00041_00041206_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041206_3.jpg,4
data/processed_rois\class_5\group00041_00041_00041206_4.jpg,5
data/processed_rois\class_1\group00041_00041_00041207_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041207_1.jpg,2
data/processed_rois\class_4\group00041_00041_00041207_2.jpg,4
data/processed_rois\class_5\group00041_00041_00041207_3.jpg,5
data/processed_rois\class_1\group00041_00041_00041208_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041208_1.jpg,3
data/processed_rois\class_2\group00041_00041_00041208_2.jpg,2
data/processed_rois\class_4\group00041_00041_00041208_3.jpg,4
data/processed_rois\class_1\group00041_00041_00041209_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041209_1.jpg,2
data/processed_rois\class_4\group00041_00041_00041209_2.jpg,4
data/processed_rois\class_1\group00041_00041_00041209_3.jpg,1
data/processed_rois\class_3\group00041_00041_00041209_4.jpg,3
data/processed_rois\class_1\group00041_00041_00041210_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041210_1.jpg,3
data/processed_rois\class_4\group00041_00041_00041210_2.jpg,4
data/processed_rois\class_5\group00041_00041_00041210_3.jpg,5
data/processed_rois\class_6\group00041_00041_00041210_4.jpg,6
data/processed_rois\class_1\group00041_00041_00041211_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041211_1.jpg,3
data/processed_rois\class_4\group00041_00041_00041211_2.jpg,4
data/processed_rois\class_6\group00041_00041_00041211_3.jpg,6
data/processed_rois\class_1\group00041_00041_00041212_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041212_1.jpg,2
data/processed_rois\class_5\group00041_00041_00041212_2.jpg,5
data/processed_rois\class_3\group00041_00041_00041212_3.jpg,3
data/processed_rois\class_3\group00041_00041_00041212_4.jpg,3
data/processed_rois\class_1\group00041_00041_00041213_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041213_1.jpg,2
data/processed_rois\class_4\group00041_00041_00041213_2.jpg,4
data/processed_rois\class_6\group00041_00041_00041213_3.jpg,6
data/processed_rois\class_5\group00041_00041_00041213_4.jpg,5
data/processed_rois\class_1\group00041_00041_00041214_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041214_1.jpg,3
data/processed_rois\class_3\group00041_00041_00041214_2.jpg,3
data/processed_rois\class_6\group00041_00041_00041214_3.jpg,6
data/processed_rois\class_3\group00041_00041_00041214_4.jpg,3
data/processed_rois\class_1\group00041_00041_00041215_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041215_1.jpg,3
data/processed_rois\class_3\group00041_00041_00041215_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041215_3.jpg,4
data/processed_rois\class_5\group00041_00041_00041215_4.jpg,5
data/processed_rois\class_1\group00041_00041_00041216_0.jpg,1
data/processed_rois\class_1\group00041_00041_00041216_1.jpg,1
data/processed_rois\class_3\group00041_00041_00041216_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041216_3.jpg,4
data/processed_rois\class_5\group00041_00041_00041216_4.jpg,5
data/processed_rois\class_6\group00041_00041_00041216_5.jpg,6
data/processed_rois\class_1\group00041_00041_00041217_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041217_1.jpg,3
data/processed_rois\class_3\group00041_00041_00041217_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041217_3.jpg,4
data/processed_rois\class_5\group00041_00041_00041217_4.jpg,5
data/processed_rois\class_6\group00041_00041_00041217_5.jpg,6
data/processed_rois\class_1\group00041_00041_00041218_0.jpg,1
data/processed_rois\class_1\group00041_00041_00041218_1.jpg,1
data/processed_rois\class_3\group00041_00041_00041218_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041218_3.jpg,4
data/processed_rois\class_4\group00041_00041_00041218_4.jpg,4
data/processed_rois\class_5\group00041_00041_00041218_5.jpg,5
data/processed_rois\class_1\group00041_00041_00041219_0.jpg,1
data/processed_rois\class_3\group00041_00041_00041219_1.jpg,3
data/processed_rois\class_1\group00041_00041_00041219_2.jpg,1
data/processed_rois\class_3\group00041_00041_00041219_3.jpg,3
data/processed_rois\class_6\group00041_00041_00041219_4.jpg,6
data/processed_rois\class_1\group00041_00041_00041220_0.jpg,1
data/processed_rois\class_2\group00041_00041_00041220_1.jpg,2
data/processed_rois\class_3\group00041_00041_00041220_2.jpg,3
data/processed_rois\class_4\group00041_00041_00041220_3.jpg,4
data/processed_rois\class_6\group00041_00041_00041220_4.jpg,6
data/processed_rois\class_1\group00041_00041_00041220_5.jpg,1
data/processed_rois\class_1\group12000_12000_12000001_0.jpg,1
data/processed_rois\class_2\group12000_12000_12000001_1.jpg,2
data/processed_rois\class_4\group12000_12000_12000001_2.jpg,4
data/processed_rois\class_6\group12000_12000_12000001_3.jpg,6
data/processed_rois\class_5\group12000_12000_12000001_4.jpg,5
data/processed_rois\class_3\group12000_12000_12000001_5.jpg,3
data/processed_rois\class_3\group12000_12000_12000001_6.jpg,3
data/processed_rois\class_2\group12000_12000_12000001_7.jpg,2
data/processed_rois\class_1\group12000_12000_12000001_8.jpg,1
data/processed_rois\class_1\group12000_12000_12000017_0.jpg,1
data/processed_rois\class_2\group12000_12000_12000017_1.jpg,2
data/processed_rois\class_5\group12000_12000_12000017_2.jpg,5
data/processed_rois\class_6\group12000_12000_12000017_3.jpg,6
data/processed_rois\class_5\group12000_12000_12000017_4.jpg,5
data/processed_rois\class_4\group12000_12000_12000017_5.jpg,4
data/processed_rois\class_5\group12000_12000_12000017_6.jpg,5
data/processed_rois\class_1\group12000_12000_12000038_0.jpg,1
data/processed_rois\class_2\group12000_12000_12000038_1.jpg,2
data/processed_rois\class_2\group12000_12000_12000038_2.jpg,2
data/processed_rois\class_3\group12000_12000_12000038_3.jpg,3
data/processed_rois\class_5\group12000_12000_12000038_4.jpg,5
data/processed_rois\class_6\group12000_12000_12000038_5.jpg,6
data/processed_rois\class_4\group12000_12000_12000038_6.jpg,4
data/processed_rois\class_2\group12000_12000_12000038_7.jpg,2
data/processed_rois\class_1\group12000_12000_12000052_0.jpg,1
data/processed_rois\class_2\group12000_12000_12000052_1.jpg,2
data/processed_rois\class_3\group12000_12000_12000052_2.jpg,3
data/processed_rois\class_3\group12000_12000_12000052_3.jpg,3
data/processed_rois\class_4\group12000_12000_12000052_4.jpg,4
data/processed_rois\class_5\group12000_12000_12000052_5.jpg,5
data/processed_rois\class_6\group12000_12000_12000052_6.jpg,6
data/processed_rois\class_4\group12000_12000_12000052_7.jpg,4
data/processed_rois\class_1\group12000_12000_12000052_8.jpg,1
data/processed_rois\class_1\group12000_12000_12000068_0.jpg,1
data/processed_rois\class_2\group12000_12000_12000068_1.jpg,2
data/processed_rois\class_4\group12000_12000_12000068_2.jpg,4
data/processed_rois\class_5\group12000_12000_12000068_3.jpg,5
data/processed_rois\class_6\group12000_12000_12000068_4.jpg,6
data/processed_rois\class_1\group12000_12000_12000068_5.jpg,1
data/processed_rois\class_1\group12000_12000_12000085_0.jpg,1
data/processed_rois\class_2\group12000_12000_12000085_1.jpg,2
data/processed_rois\class_4\group12000_12000_12000085_2.jpg,4
data/processed_rois\class_3\group12000_12000_12000085_3.jpg,3
data/processed_rois\class_1\group12000_12000_12000085_4.jpg,1
data/processed_rois\class_1\group12000_12000_12000102_0.jpg,1
data/processed_rois\class_2\group12000_12000_12000102_1.jpg,2
data/processed_rois\class_3\group12000_12000_12000102_2.jpg,3
data/processed_rois\class_4\group12000_12000_12000102_3.jpg,4
data/processed_rois\class_5\group12000_12000_12000102_4.jpg,5
data/processed_rois\class_6\group12000_12000_12000102_5.jpg,6
data/processed_rois\class_1\group12000_12000_12000119_0.jpg,1
data/processed_rois\class_2\group12000_12000_12000119_1.jpg,2
data/processed_rois\class_3\group12000_12000_12000119_2.jpg,3
data/processed_rois\class_5\group12000_12000_12000119_3.jpg,5
data/processed_rois\class_6\group12000_12000_12000119_4.jpg,6
data/processed_rois\class_4\group12000_12000_12000119_5.jpg,4
data/processed_rois\class_1\group12000_12000_12000136_0.jpg,1
data/processed_rois\class_1\group12000_12000_12000136_1.jpg,1
data/processed_rois\class_2\group12000_12000_12000136_2.jpg,2
data/processed_rois\class_5\group12000_12000_12000136_3.jpg,5
data/processed_rois\class_6\group12000_12000_12000136_4.jpg,6
data/processed_rois\class_1\group12000_12000_12000136_5.jpg,1
data/processed_rois\class_1\group12000_12000_12000155_0.jpg,1
data/processed_rois\class_2\group12000_12000_12000155_1.jpg,2
data/processed_rois\class_4\group12000_12000_12000155_2.jpg,4
data/processed_rois\class_5\group12000_12000_12000155_3.jpg,5
data/processed_rois\class_6\group12000_12000_12000155_4.jpg,6
data/processed_rois\class_1\group12000_12000_12000155_5.jpg,1
data/processed_rois\class_5\group12000_12000_12000155_6.jpg,5
data/processed_rois\class_1\group12000_12000_12000171_0.jpg,1
data/processed_rois\class_3\group12000_12000_12000171_1.jpg,3
data/processed_rois\class_4\group12000_12000_12000171_2.jpg,4
data/processed_rois\class_6\group12000_12000_12000171_3.jpg,6
data/processed_rois\class_5\group12000_12000_12000171_4.jpg,5
data/processed_rois\class_4\group12000_12000_12000171_5.jpg,4
data/processed_rois\class_1\group12000_12000_12000187_0.jpg,1
data/processed_rois\class_2\group12000_12000_12000187_1.jpg,2
data/processed_rois\class_4\group12000_12000_12000187_2.jpg,4
data/processed_rois\class_5\group12000_12000_12000187_3.jpg,5
data/processed_rois\class_2\group12000_12000_12000187_4.jpg,2
data/processed_rois\class_1\group12000_12000_12000187_5.jpg,1
data/processed_rois\class_1\group12000_12000_12000204_0.jpg,1
data/processed_rois\class_1\group12000_12000_12000204_1.jpg,1
data/processed_rois\class_2\group12000_12000_12000204_2.jpg,2
data/processed_rois\class_2\group12000_12000_12000204_3.jpg,2
data/processed_rois\class_3\group12000_12000_12000204_4.jpg,3
data/processed_rois\class_4\group12000_12000_12000204_5.jpg,4
data/processed_rois\class_6\group12000_12000_12000204_6.jpg,6
data/processed_rois\class_1\group12000_12000_12000593_0.jpg,1
data/processed_rois\class_2\group12000_12000_12000593_1.jpg,2
data/processed_rois\class_2\group12000_12000_12000593_2.jpg,2
data/processed_rois\class_3\group12000_12000_12000593_3.jpg,3
data/processed_rois\class_4\group12000_12000_12000593_4.jpg,4
data/processed_rois\class_1\group12100_12100_12100000_0.jpg,1
data/processed_rois\class_1\group12100_12100_12100000_1.jpg,1
data/processed_rois\class_3\group12100_12100_12100000_2.jpg,3
data/processed_rois\class_4\group12100_12100_12100000_3.jpg,4
data/processed_rois\class_5\group12100_12100_12100000_4.jpg,5
data/processed_rois\class_6\group12100_12100_12100000_5.jpg,6
data/processed_rois\class_3\group12100_12100_12100000_6.jpg,3
data/processed_rois\class_1\group12100_12100_12100001_0.jpg,1
data/processed_rois\class_2\group12100_12100_12100001_1.jpg,2
data/processed_rois\class_3\group12100_12100_12100001_2.jpg,3
data/processed_rois\class_4\group12100_12100_12100001_3.jpg,4
data/processed_rois\class_5\group12100_12100_12100001_4.jpg,5
data/processed_rois\class_6\group12100_12100_12100001_5.jpg,6
data/processed_rois\class_3\group12100_12100_12100001_6.jpg,3
data/processed_rois\class_1\group12100_12100_12100002_0.jpg,1
data/processed_rois\class_2\group12100_12100_12100002_1.jpg,2
data/processed_rois\class_3\group12100_12100_12100002_2.jpg,3
data/processed_rois\class_3\group12100_12100_12100002_3.jpg,3
data/processed_rois\class_5\group12100_12100_12100002_4.jpg,5
data/processed_rois\class_6\group12100_12100_12100002_5.jpg,6
data/processed_rois\class_6\group12100_12100_12100002_6.jpg,6
data/processed_rois\class_2\group12100_12100_12100002_7.jpg,2
data/processed_rois\class_1\group12100_12100_12100003_0.jpg,1
data/processed_rois\class_1\group12100_12100_12100003_1.jpg,1
data/processed_rois\class_1\group12100_12100_12100003_2.jpg,1
data/processed_rois\class_3\group12100_12100_12100003_3.jpg,3
data/processed_rois\class_5\group12100_12100_12100003_4.jpg,5
data/processed_rois\class_6\group12100_12100_12100003_5.jpg,6
data/processed_rois\class_2\group12100_12100_12100003_6.jpg,2
data/processed_rois\class_1\group12100_12100_12100004_0.jpg,1
data/processed_rois\class_2\group12100_12100_12100004_1.jpg,2
data/processed_rois\class_3\group12100_12100_12100004_2.jpg,3
data/processed_rois\class_4\group12100_12100_12100004_3.jpg,4
data/processed_rois\class_6\group12100_12100_12100004_4.jpg,6
data/processed_rois\class_5\group12100_12100_12100004_5.jpg,5
data/processed_rois\class_4\group12100_12100_12100004_6.jpg,4
data/processed_rois\class_6\group12100_12100_12100004_7.jpg,6
data/processed_rois\class_5\group12100_12100_12100004_8.jpg,5
data/processed_rois\class_1\group12100_12100_12100005_0.jpg,1
data/processed_rois\class_3\group12100_12100_12100005_1.jpg,3
data/processed_rois\class_5\group12100_12100_12100005_2.jpg,5
data/processed_rois\class_6\group12100_12100_12100005_3.jpg,6
data/processed_rois\class_5\group12100_12100_12100005_4.jpg,5
data/processed_rois\class_6\group12100_12100_12100005_5.jpg,6
data/processed_rois\class_4\group12100_12100_12100005_6.jpg,4
data/processed_rois\class_4\group12100_12100_12100005_7.jpg,4
data/processed_rois\class_1\group12100_12100_12100006_0.jpg,1
data/processed_rois\class_4\group12100_12100_12100006_1.jpg,4
data/processed_rois\class_6\group12100_12100_12100006_2.jpg,6
data/processed_rois\class_5\group12100_12100_12100006_3.jpg,5
data/processed_rois\class_4\group12100_12100_12100006_4.jpg,4
data/processed_rois\class_4\group12100_12100_12100006_5.jpg,4
data/processed_rois\class_3\group12100_12100_12100006_6.jpg,3
data/processed_rois\class_1\group12100_12100_12100007_0.jpg,1
data/processed_rois\class_2\group12100_12100_12100007_1.jpg,2
data/processed_rois\class_3\group12100_12100_12100007_2.jpg,3
data/processed_rois\class_5\group12100_12100_12100007_3.jpg,5
data/processed_rois\class_6\group12100_12100_12100007_4.jpg,6
data/processed_rois\class_4\group12100_12100_12100007_5.jpg,4
data/processed_rois\class_1\group12100_12100_12100008_0.jpg,1
data/processed_rois\class_2\group12100_12100_12100008_1.jpg,2
data/processed_rois\class_3\group12100_12100_12100008_2.jpg,3
data/processed_rois\class_3\group12100_12100_12100008_3.jpg,3
data/processed_rois\class_5\group12100_12100_12100008_4.jpg,5
data/processed_rois\class_6\group12100_12100_12100008_5.jpg,6
data/processed_rois\class_5\group12100_12100_12100008_6.jpg,5
data/processed_rois\class_1\group12100_12100_12100009_0.jpg,1
data/processed_rois\class_3\group12100_12100_12100009_1.jpg,3
data/processed_rois\class_4\group12100_12100_12100009_2.jpg,4
data/processed_rois\class_6\group12100_12100_12100009_3.jpg,6
data/processed_rois\class_5\group12100_12100_12100009_4.jpg,5
data/processed_rois\class_4\group12100_12100_12100009_5.jpg,4
data/processed_rois\class_1\group12100_12100_12100010_0.jpg,1
data/processed_rois\class_2\group12100_12100_12100010_1.jpg,2
data/processed_rois\class_2\group12100_12100_12100010_2.jpg,2
data/processed_rois\class_6\group12100_12100_12100010_3.jpg,6
data/processed_rois\class_4\group12100_12100_12100010_4.jpg,4
data/processed_rois\class_1\group12100_12100_12100011_0.jpg,1
data/processed_rois\class_2\group12100_12100_12100011_1.jpg,2
data/processed_rois\class_4\group12100_12100_12100011_2.jpg,4
data/processed_rois\class_5\group12100_12100_12100011_3.jpg,5
data/processed_rois\class_6\group12100_12100_12100011_4.jpg,6
data/processed_rois\class_1\group12100_12100_12100012_0.jpg,1
data/processed_rois\class_3\group12100_12100_12100012_1.jpg,3
data/processed_rois\class_4\group12100_12100_12100012_2.jpg,4
data/processed_rois\class_5\group12100_12100_12100012_3.jpg,5
data/processed_rois\class_6\group12100_12100_12100012_4.jpg,6
data/processed_rois\class_1\group12100_12100_12100013_0.jpg,1
data/processed_rois\class_3\group12100_12100_12100013_1.jpg,3
data/processed_rois\class_5\group12100_12100_12100013_2.jpg,5
data/processed_rois\class_6\group12100_12100_12100013_3.jpg,6
data/processed_rois\class_4\group12100_12100_12100013_4.jpg,4
data/processed_rois\class_2\group12100_12100_12100013_5.jpg,2
data/processed_rois\class_3\group12100_12100_12100013_6.jpg,3
data/processed_rois\class_1\group12100_12100_12100014_0.jpg,1
data/processed_rois\class_2\group12100_12100_12100014_1.jpg,2
data/processed_rois\class_3\group12100_12100_12100014_2.jpg,3
data/processed_rois\class_6\group12100_12100_12100014_3.jpg,6
data/processed_rois\class_5\group12100_12100_12100014_4.jpg,5
data/processed_rois\class_2\group12100_12100_12100014_5.jpg,2
data/processed_rois\class_1\group12100_12100_12100015_0.jpg,1
